hr,name,flamsteed,bayer,bayer_sup,cst,hd,sao,var_id,ra_deg_j2000,dec_deg_j2000,vmag,vmag_code,b_v,sp_type,pm_ra_arcsec,pm_de_arcsec,parallax_arcsec,is_ghost
245,,,,,,5042,215270,,12.967083,-43.709167,6.9,,0.35,F2V+F5V,0.025,-0.013,0.007,false
246,,,,,,5066,54225,,13.2225,38.548611,6.69,,0.02,A2V,0.029,-0.021,,false
247,,,,,,5098,166647,,13.169167,-24.005833,5.46,,1.24,K2III,0.035,0.035,0.007,false
248, 20    Cet,20,,,Cet,5112,129009,,13.252083,-1.144167,4.77,,1.57,M0III,0.008,-0.017,-0.003,false
249,,,,,,5118,54237,,13.3675,37.418056,6.06,,1.14,gK3,0.013,-0.046,,false
250,,,,,,5128,21814,,13.448333,52.689167,6.27,,0.19,A5m,0.076,-0.026,0.013,false
251,,,,,,5156,166651,,13.301667,-24.776944,6.46,,0.44,F6IV-V,0.098,0.037,0.006,false
252,   Lam1Tuc,,Lam,1,Tuc,5190,248269,334,13.10125,-69.504444,6.22,,0.56,F7IV-V,-0.007,-0.086,,false
253, 26Ups1Cas,26,Ups,1,Cas,5234,21832,,13.750417,58.972778,4.83,,1.21,K2III,-0.032,-0.043,0.006,false
254, 66    Psc,66,,,Psc,5267,92145,,13.646667,19.188333,5.74,R,-0.01,A1VN,0.018,-0.014,0.014,false
255, 21    Cet,21,,,Cet,5268,129019,,13.573333,-8.740833,6.16,,0.92,G5IV,0.018,-0.052,,false
256,,,,,,5273,36763,,13.771667,48.678611,6.27,,1.68,M2.5IIIa,-0.022,-0.006,,false
257,,,,,,5276,248276,BQ Tuc,13.407917,-62.871389,5.7,,1.56,M4III,0.073,0.004,,false
258, 36    And,36,,,And,5286,74359,343,13.741667,23.628333,5.47,,1.0,K1IV,0.131,-0.031,0.022,false
259,,,,,,5316,74365,346,13.81125,24.556944,6.2,,1.62,M4IIIab,0.02,-0.015,,false
260,,,,,,5343,21846,,14.05375,57.996667,6.21,,1.37,K3III,0.037,-0.014,,false
261,,,,,,5357,11481,,14.231667,68.776111,6.37,,0.38,F4III,0.137,-0.021,,false
262, 67    Psc,67,,,Psc,5382,74373,,13.99375,27.209444,6.09,,0.14,A5IV,-0.02,0.013,,false
263,,,,,,5384,129032,,13.926667,-7.347222,5.85,,1.52,K5III,-0.007,-0.046,,false
264, 27Gam Cas,27,Gam,,Cas,5394,11482,Gam Cas,14.177083,60.716667,2.47,,-0.15,B0IVe,0.026,-0.005,0.016,false
265, 28Ups2Cas,28,Ups,2,Cas,5395,21855,,14.165833,59.181111,4.63,,0.96,G8IIIbFe-0.5,-0.092,-0.046,0.051,false
266,,,,,,5408,11484,,14.19625,60.362778,5.55,,-0.07,B9IVn,0.032,-0.008,0.007,false
267, 22Phi3Cet,22,Phi,3,Cet,5437,147519,,14.00625,-11.266667,5.31,,1.52,K4III,-0.02,-0.008,0.009,false
268,,,,,,5445,166686,,13.98125,-27.775556,6.1,,1.67,M0III,0.0,0.002,,false
269, 37Mu  And,37,Mu,,And,5448,54281,,14.188333,38.499444,3.87,,0.13,A5V,0.152,0.033,0.039,false
270,   Lam2Tuc,,Lam,2,Tuc,5457,248281,,13.75125,-69.526944,5.45,,1.09,K2III,0.006,-0.045,0.035,false
271, 38Eta And,38,Eta,,And,5516,74388,,14.301667,23.4175,4.42,,0.94,G8IIIb,-0.044,-0.048,0.009,false
272,,,,,,5526,36795,,14.415417,45.839722,6.12,,1.02,K2III,0.013,0.005,,false
273,,,,,,5550,11502,,14.629583,66.352222,5.97,,-0.02,A0III,0.043,-0.006,,false
274, 68    Psc,68,,,Psc,5575,74395,,14.459167,28.992222,5.42,,1.08,gG6,0.008,-0.008,,false
275,,,,,,5608,54306,,14.559167,33.950833,5.98,,1.0,K0,0.035,-0.072,,false
276,,,,,,5612,92183,,14.477083,13.695833,6.32,,0.89,G8III,-0.011,-0.013,,false
277,,,,,,5641,74402,,14.57875,21.404444,6.37,R,0.09,A2V,-0.006,-0.003,0.009,false
278,,,,,,5715,4288,,15.129167,70.983056,6.39,,0.13,A4IV,0.082,0.0,,false
279, 23Phi4Cet,23,Phi,4,Cet,5722,147546,,14.682917,-11.38,5.61,,0.97,G7III,-0.034,-0.019,,false
280,   Alp Scl,,Alp,,Scl,5737,166716,359,14.651667,-29.3575,4.31,,-0.16,B7IIIp,0.022,0.004,,false
281,,,,,,5771,248293,,14.593333,-60.696389,6.23,,0.1,Am,0.05,0.018,,false
282,,,,,,5788,36832,,15.014167,44.711111,6.84,H,,A2Vn,0.011,-0.024,0.005,false
283,,,,,,5789,36833,,15.015,44.713333,6.04,H,-0.01,B9.5Vn,0.016,-0.023,0.005,false
284,,,,,,5820,109581,WW Psc,14.957083,6.483056,6.11,,1.67,M2III,0.023,-0.008,0.001,false
285,,,,,,5848,181,,17.18625,86.256944,4.25,,1.21,K2II-III,0.076,-0.012,,false
286,,,,,,5914,209,,23.46,89.015556,6.46,,0.11,A3V,0.062,-0.036,,false
287,,,,,,6028,21938,,15.576667,51.035,6.47,,,A3V,-0.004,-0.013,,false
288,   Xi  Scl,,Xi,,Scl,6055,192870,,15.32625,-38.916667,5.59,,1.18,K0III,0.069,0.045,0.034,false
289,,,,,,6114,36875,,15.75625,47.376111,6.45,,0.25,A9IV,0.088,-0.015,0.012,false
290, 39    And,39,,,And,6116,36874,,15.72625,41.345,5.98,,0.16,A5m,-0.02,-0.01,,false
291, 69Sig Psc,69,Sig,,Psc,6118,54374,,15.704583,31.804444,5.5,,-0.05,B9.5V,0.015,-0.028,,false
292,,,,,,6130,11551,,15.904167,61.075,5.92,,0.49,F0II,-0.006,0.004,,false
293,   Sig Scl,,Sig,,Scl,6178,192884,,15.61,-31.551944,5.5,,0.08,A2V,0.082,0.012,,false
294, 71Eps Psc,71,Eps,,Psc,6186,109627,,15.735833,7.89,4.28,,0.96,K0III,-0.078,0.023,0.027,false
295,   Ome Phe,,Ome,,Phe,6192,232268,,15.5075,-57.0025,6.11,,0.94,G8III,0.006,0.015,,false
296, 25    Cet,25,,,Cet,6203,129094,,15.760833,-4.836667,5.43,,1.11,K0III-IV,-0.108,-0.106,,false
297,,,,,,6210,11557,,16.081667,61.580278,5.84,,0.54,F6V,-0.07,-0.022,,false
298,,,,,,6211,21967,,16.01,52.502222,5.99,,1.47,K2,0.001,-0.059,,false
299,,,,,,6245,215343,,15.705,-46.3975,5.36,,0.9,G8III,0.0,0.002,0.025,false
300,,,,,,6269,166774,,15.823333,-29.525833,6.29,,0.93,G5IV,-0.114,-0.03,,false
301, 26    Cet,26,,,Cet,6288,109643,,15.954167,1.366667,6.04,,0.27,F1V,0.122,-0.042,0.024,false
302,,,,,,6300,21988,,16.195,51.01,6.54,,-0.08,B3V,0.019,-0.002,,false
303,,,,,,6301,74471,,16.115,29.658611,6.19,,0.43,F7IV-V,0.084,-0.116,,false
304,,,,,,6311,248308,CC Tuc,15.67875,-65.456111,6.21,,1.64,M2III,0.004,0.0,,false
305,,,,,,6314,54398,,16.151667,39.991111,6.72,,0.31,F0Vn,0.077,-0.022,,false
306,,,,,,6319,193,,19.05625,87.145278,6.25,,1.12,gK2,0.051,-0.027,0.011,false
307, 73    Psc,73,,,Psc,6386,109656,,16.219167,5.656389,6.0,,1.51,gK5,0.028,-0.014,,false
308, 72    Psc,72,,,Psc,6397,92230,,16.2725,14.946111,5.68,,0.41,F4II-III,0.006,0.054,,false
309,,,,,,6416,11571,,16.595,62.761667,6.54,,0.19,A5Vn,0.102,-0.024,,false
310, 74Psi1Psc,74,Psi,1,Psc,6456,74482,397,16.420417,21.473333,5.34,,-0.03,A1Vn,0.05,-0.016,0.016,false
311, 74Psi1Psc,74,Psi,1,Psc,6457,74483,,16.42375,21.465278,5.56,,-0.07,A0Vn,0.047,-0.018,0.016,false
312,,,,,,6473,4331,,17.30125,80.011667,6.29,R,,sgG6,-0.03,-0.038,,false
313, 77    Psc,77,,,Psc,6479,109666,,16.455,4.908333,6.35,,0.38,F3V,0.022,-0.121,,false
314, 77    Psc,77,,,Psc,6480,109667,,16.464167,4.909444,7.25,,0.49,F6V,0.029,-0.119,,false
315, 27    Cet,27,,,Cet,6482,147601,,16.403333,-9.979167,6.12,,1.01,K0III,-0.034,-0.033,,false
316,,,,,,6497,22015,,16.750833,56.935,6.43,,1.18,K2III,0.1,-0.11,,false
317, 28    Cet,28,,,Cet,6530,147606,,16.52125,-9.839444,5.58,,0.01,A1V,0.03,0.004,,false
318,,,,,,6540,22021,,16.789583,53.498333,6.38,R,,K2III,0.023,-0.001,,false
319, 75    Psc,75,,,Psc,6557,92250,,16.64,12.956111,6.12,,0.96,G8III,0.019,0.023,,false
320,,,,,,6559,166799,,16.532083,-23.9925,6.14,,1.09,G8-K0III,-0.031,-0.041,,false
321, 30Mu  Cas,30,Mu,,Cas,6582,22024,405,17.068333,54.920278,5.17,,0.69,G5Vb,3.424,-1.596,0.136,false
322,   Bet Phe,,Bet,,Phe,6595,215365,400,16.520833,-46.718611,3.31,,0.89,G8III,-0.027,-0.001,0.021,false
323,,,,,,6619,192925,,16.610417,-35.660833,6.61,,0.14,A1V,0.069,-0.023,,false
324, 41    And,41,,,And,6658,36950,,17.00375,43.941944,5.03,,0.11,A3m,0.165,-0.07,0.031,false
325,,,,,,6668,166814,,16.804583,-23.996389,6.37,,0.23,A7V,0.098,-0.036,,false
326,,,,,,6676,22032,,17.13875,58.263611,5.79,,-0.01,B8V,0.007,-0.005,,false
327, 78    Psc,78,,,Psc,6680,54445,,17.005417,32.012222,6.25,,0.4,F5IV,0.204,-0.03,,false
328, 79Psi2Psc,79,Psi,2,Psc,6695,74506,,16.988333,20.739167,5.55,,0.13,A3V,0.087,-0.094,,false
329, 30    Cet,30,,,Cet,6706,147622,,16.9425,-9.785556,5.82,,0.43,F7IV,0.152,0.017,,false
330, 80    Psc,80,,,Psc,6763,109697,410,17.0925,5.649722,5.52,,0.34,F0III-IV,-0.264,-0.185,0.036,false
331,   Ups Phe,,Ups,,Phe,6767,215374,,16.949583,-41.486944,5.21,,0.16,A3IV,0.038,0.01,0.014,false
332,   Iot Tuc,,Iot,,Tuc,6793,248324,,16.827917,-61.775278,5.37,,0.88,G5III,0.073,-0.012,0.033,false
333,,,,,,6798,4341,,18.069583,79.673889,5.64,,0.01,A3V,0.091,-0.005,,false
334, 31Eta Cet,31,Eta,,Cet,6805,147632,,17.1475,-10.182222,3.45,,1.16,K1.5IIICN1Fe0.5,0.218,-0.138,0.041,false
335, 42Phi And,42,Phi,,And,6811,36972,Var?,17.375833,47.241944,4.25,,-0.07,B7Ve,0.01,-0.009,0.003,false
336, 31    Cas,31,,,Cas,6829,11612,,17.66375,68.778611,5.29,,-0.02,A0Vnn,0.036,-0.031,0.017,false
337, 43Bet And,43,Bet,,And,6860,54471,414,17.432917,35.620556,2.06,,1.58,M0+IIIa,0.178,-0.114,0.049,false
338,   Zet Phe,,Zet,,Phe,6882,232306,Zet Phe,17.09625,-55.245833,3.92,,-0.08,B6V+B9V,0.019,0.025,0.013,false
339, 81Psi3Psc,81,Psi,3,Psc,6903,92283,Var?,17.455,19.658611,5.55,,0.69,G0III,-0.006,0.009,,false
340, 44    And,44,,,And,6920,36984,,17.578333,42.081389,5.65,,0.6,F8V,-0.133,-0.043,,false
341,,,,,,6953,74530,,17.580833,25.457778,5.8,,1.47,K7III,0.0,-0.114,,false
342,,,,,,6960,11615,424,17.856667,64.202778,5.55,,-0.07,B9.5V,0.04,-0.013,,false
343, 33The Cas,33,The,,Cas,6961,22070,423,17.775833,55.149722,4.33,,0.17,A7V,0.229,-0.022,0.014,false
344,,,,,,6966,92288,,17.547917,15.674167,6.06,,1.49,M0III,0.031,-0.021,,false
345, 32    Cas,32,,,Cas,6972,11617,RU Cas,17.9225,65.018889,5.57,,-0.09,B9IV,0.023,-0.016,,false
346, 32    Cet,32,,,Cet,6976,129154,,17.55,-8.906111,6.4,,1.04,K0III,-0.013,-0.036,,false
347, 33    Cet,33,,,Cet,7014,109715,422,17.64,2.445556,5.95,,1.51,K4III,0.0,-0.015,,false
348, 45    And,45,,,And,7019,54494,,17.792917,37.724167,5.81,,-0.1,B7III-IV,-0.012,-0.007,0.003,false
349, 82    Psc,82,,,Psc,7034,54493,,17.778333,31.424722,5.16,,0.23,F0V,-0.011,-0.014,,false
350,,,,,,7082,232324,,17.530833,-57.694444,6.41,,0.89,G6II-III,-0.006,-0.121,,false
351, 84Chi Psc,84,Chi,,Psc,7087,74544,,17.863333,21.034722,4.66,,1.03,G8.5III-IIIa,0.038,-0.011,0.015,false
352, 83Tau Psc,83,Tau,,Psc,7106,74546,,17.915,30.089722,4.51,,1.09,K0.5IIIb,0.072,-0.035,0.023,false
353, 34    Cet,34,,,Cet,7147,129169,,17.93125,-2.251111,5.94,,1.4,K4III,-0.062,-0.026,,false
354,,,,,,7157,11637,,18.29125,61.705833,6.41,,0.01,B9V,0.033,-0.021,,false
355,,,,,,7158,37023,,18.141667,45.337778,6.11,,1.64,M1III,0.021,0.026,,false
356,,,,,,7229,74561,,18.247917,30.064167,6.19,,1.0,G9III+G1V,0.02,-0.034,,false
357,,,,,,7238,4354,,19.127917,79.91,6.26,,0.42,F5V s,-0.055,0.059,,false
358,,,,,,7259,192977,,18.0975,-30.802222,6.52,,0.48,F7IV,0.061,-0.077,,false
359,,,,,,7312,192980,AI Scl,18.189167,-37.856389,5.92,,0.28,F0III,0.09,-0.034,,false
360, 85Phi Psc,85,Phi,,Psc,7318,74571,,18.437083,24.583611,4.65,,1.04,K0III,0.017,-0.023,0.007,false
361, 86Zet Psc,86,Zet,,Psc,7344,109739,,18.432917,7.575278,5.24,,0.32,A7IV,0.144,-0.056,0.026,false
362, 86Zet Psc,86,Zet,,Psc,7345,109740,442,18.43875,7.578333,6.3,,0.49,F7V,0.147,-0.052,0.026,false
363,,,,,,7351,74576,444,18.520833,28.529722,6.43,,1.7,S3+/2-,0.079,-0.049,,false
364, 87    Psc,87,,,Psc,7374,92326,445,18.531667,16.133611,5.98,,-0.08,B8III,-0.027,-0.026,,false
365,,,,,,7389,4358,,19.050417,71.743889,7.83,,0.78,K1V,0.006,0.004,,false
366, 37    Cet,37,,,Cet,7439,129193,446,18.6,-7.923056,5.13,,0.46,F5V,0.127,0.273,0.056,false
367, 88    Psc,88,,,Psc,7446,109753,,18.676667,6.995278,6.03,,1.08,gG6,-0.011,-0.024,,false
368, 38    Cet,38,,,Cet,7476,129196,,18.705,-0.973889,5.7,,0.42,F5V,-0.012,0.201,0.028,false
369,,,,,,7546,37067,,19.102083,48.082222,6.61,,-0.05,B9IIIpSi,0.01,0.001,,false
370,   Nu  Phe,,Nu,,Phe,7570,215428,,18.79625,-45.531389,4.96,,0.58,F8V,0.669,0.183,0.069,false
371,,,,,,7578,54567,,19.078333,33.114722,6.02,,1.15,K1III,0.016,-0.033,,false
372,,,,,,7647,37077,,19.27125,44.901944,6.34,R,,K5,0.014,-0.045,,false
373, 39    Cet,39,,,Cet,7672,129204,AY Cet,19.15125,-2.500278,5.41,,0.9,G5IIIe+dA,-0.104,-0.063,0.015,false
374,,,,,,7724,54580,,19.350417,31.744722,6.73,R,,K0,-0.052,0.003,,false
375,,,,,,7732,4376,,20.08125,77.570556,6.31,,0.92,G5III,-0.018,0.086,,false
376,,,,,,7758,37096,,19.5425,47.419722,6.25,,1.35,K0,0.018,-0.002,,false
377,   Kap Tuc,,Kap,,Tuc,7788,248346,454,18.942083,-68.876111,4.86,,0.47,F6IV,0.399,0.107,0.061,false
378, 89    Psc,89,,,Psc,7804,109793,,19.45,3.614444,5.16,,0.07,A3V,-0.046,-0.025,0.013,false
379,,,,,,7853,54592,,19.695833,37.386111,6.46,,0.23,A5m,-0.011,-0.014,0.008,false
380,,,,,,7916,248350,,19.265,-66.398056,6.24,,0.05,A0V,0.044,0.002,0.01,false
381,,,,,,7925,4387,,20.49625,76.238889,6.38,,0.28,F0IVn,0.063,-0.032,,false
382, 34Phi Cas,34,Phi,,Cas,7927,22191,,20.020417,58.231667,4.98,,0.68,F0Ia,0.0,-0.002,-0.003,false
383, 90Ups Psc,90,Ups,,Psc,7964,74637,,19.866667,27.264167,4.76,,0.03,A3V,0.025,-0.013,0.019,false
384, 35    Cas,35,,,Cas,8003,11712,474,20.271667,64.658333,6.34,,0.09,A2Vnn,0.057,-0.019,,false
385, 42    Cet,42,,,Cet,8036,129235,,19.95125,-0.508889,5.87,,0.64,G8III+A7V,0.012,-0.014,0.009,false
386,,,,,,8065,4391,,20.945,78.725833,6.07,,0.39,A0Iab,-0.009,-0.003,,false
387,,,,,,8120,129239,,20.14375,-3.246944,6.23,,1.02,K1III,-0.013,0.006,,false
388,,,,,,8121,147746,,20.115833,-11.238889,6.15,,1.11,K1III,-0.047,-0.074,,false
389, 91    Psc,91,,,Psc,8126,74647,,20.280833,28.738056,5.23,,1.39,gK5,0.027,-0.078,,false
390, 46Xi  And,46,Xi,,And,8207,37155,,20.585,45.528889,4.88,,1.08,K0-IIIb,0.032,0.009,0.026,false
391,,,,,,8272,22230,,20.84,58.143056,6.45,,,F4V,0.139,-0.094,0.005,false
392,,,,,,8334,109834,,20.654167,1.726389,6.2,,1.52,K5IIIab,0.066,-0.048,,false
393, 43    Cet,43,,,Cet,8335,129262,487,20.645,-0.449722,6.49,,1.08,gK0,0.023,-0.014,,false
394,,,,,,8350,147767,,20.627083,-19.081389,6.35,,0.48,F6IV,-0.056,-0.071,0.008,false
395, 47    And,47,,,And,8374,54655,,20.919167,37.715,5.58,,0.26,A2Vm,0.083,-0.022,,false
396,,,,,,8375,54654,,20.90625,34.245833,6.29,,0.83,G8IV,0.229,0.116,,false
397,,,,,,8388,74682,,20.85375,20.468889,5.97,,1.71,K5,-0.009,-0.007,,false
398,,,,,,8424,4401,,21.44375,70.98,6.49,R,,A0Vnn,0.016,-0.013,,false
399, 36Psi Cas,36,Psi,,Cas,8491,11751,,21.483333,68.13,4.74,,1.05,K0III,0.074,0.026,0.013,false
400,,,,,,8498,193090,,20.879167,-30.945556,5.84,,1.61,K5III,-0.012,-0.046,,false
401, 44    Cet,44,,,Cet,8511,129275,AV Cet,21.010417,-8.0075,6.21,,0.23,F0V,0.174,-0.07,,false
402, 45The Cet,45,The,,Cet,8512,129274,,21.005833,-8.183333,3.6,,1.06,K0III-IIIb,-0.079,-0.218,0.041,false
403, 37Del Cas,37,Del,,Cas,8538,22268,Del Cas,21.454167,60.235278,2.68,,0.13,A5III-IV,0.297,-0.051,0.037,false
404,,,,,,8556,129277,,21.085833,-6.914722,5.91,,0.41,F3V,0.042,0.003,0.023,false
405,,,,,,8589,147793,,21.165833,-15.660278,6.14,,0.91,G5,0.012,-0.005,,false
406,,,,,,8599,129280,,21.202917,-2.848611,6.15,,0.96,G8III,0.013,-0.03,,false
407,,,,,,8634,74707,,21.39875,23.511667,6.18,,0.43,F5III,0.032,-0.021,,false
408,,,,,,8651,215492,,21.17,-41.4925,5.42,,1.04,K0III,0.022,-0.038,-0.012,false
409,,,,,,8671,37204,,21.5775,43.457778,5.96,,0.49,F7V,0.103,-0.06,,false
410,,,,,,8673,54695,,21.53625,34.579722,6.31,,0.47,F7V,0.23,-0.087,,false
411,,,,,,8681,215494,,21.174583,-44.528333,6.26,,1.14,K1II,-0.009,-0.018,,false
412, 46    Cet,46,,,Cet,8705,147803,,21.405,-14.598889,4.9,,1.23,K2.5IIIb,0.039,-0.018,0.007,false
413, 93Rho Psc,93,Rho,,Psc,8723,92436,506,21.56375,19.172222,5.38,,0.39,F2V:,-0.024,0.01,0.038,false
414, 94    Psc,94,,,Psc,8763,92444,,21.67375,19.240278,5.5,,1.11,K1III,0.05,-0.061,0.013,false
415,,,,,,8774,54705,,21.775833,34.3775,6.27,,0.46,F7IVb vs,0.154,-0.011,,false
416,,,,,,8779,129300,,21.61375,-0.398611,6.41,,1.24,K0IV,0.044,-0.001,0.023,false
417, 48Ome And,48,Ome,,And,8799,37228,,21.914167,45.406667,4.83,,0.42,F5IV,0.351,-0.107,0.03,false
418,,,,,,8801,37227,,21.860833,41.100556,6.46,,0.27,A7m,0.003,-0.001,,false
419,,,,,,8803,109895,,21.722917,3.535278,6.58,,-0.04,B9V+A8V,0.004,-0.035,-0.016,false
420,,,,,,8810,248381,,21.272083,-64.369444,5.93,,1.56,K5III,0.023,-0.019,,false
421, 47    Cet,47,,,Cet,8829,147812,512,21.715,-13.056667,5.66,,0.35,F0IIIDel Del,0.016,0.009,,false
422,,,,,,8837,37234,,21.945833,40.335556,6.6,,-0.04,A0III,0.015,-0.019,,false
423,,,,,,8879,193122,R Scl,21.742083,-32.543056,5.79,,3.86,C6II,-0.011,-0.031,,false
424,  1Alp UMi,1,Alp,,UMi,8890,308,Alp UMi,37.952917,89.264167,2.02,,0.6,F7:Ib-II,0.038,-0.015,0.007,false
425,,,,,,8921,147819,,21.944167,-10.901667,6.13,,1.32,K4III-IV,0.18,0.019,,false
426,,,,,,8949,109907,519,22.095417,7.961389,6.2,,1.12,K1III,0.112,-0.003,,false
427, 38    Cas,38,,,Cas,9021,4422,,22.8075,70.264722,5.81,,0.47,F6V,0.137,-0.077,0.039,false
428,,,,,,9030,11788,,22.717917,66.098056,6.14,,0.08,A2V s,0.084,-0.01,-0.001,false
429,   Gam Phe,,Gam,,Phe,9053,215516,Gam Phe,22.09125,-43.318333,3.41,,1.57,M0-IIIa,-0.014,-0.209,0.0,false
430, 49    And,49,,,And,9057,37275,,22.525833,47.007222,5.27,,1.0,K0III,0.008,-0.044,0.015,false
431,,,,,,9065,193136,WZ Scl,22.180417,-33.763611,6.58,,0.3,F0IV,-0.055,-0.025,,false
432, 97    Psc,97,,,Psc,9100,92463,VX Psc,22.470417,18.355556,6.02,,0.14,A4IV,0.063,-0.003,,false
433, 48    Cet,48,,,Cet,9132,167086,,22.400417,-21.629444,5.12,,0.02,A1V,0.056,0.006,0.028,false
434, 98Mu  Psc,98,Mu,,Psc,9138,109926,,22.54625,6.143889,4.84,,1.37,K4III,0.294,-0.048,0.018,false
435,,,,,,9184,215525,AW Phe,22.376667,-46.756389,6.31,,1.66,M2III,-0.012,0.013,,false
436,,,,,,9228,167093,,22.595417,-26.207778,5.93,,1.34,K4III,0.045,0.002,,false
437, 99Eta Psc,99,Eta,,Psc,9270,92484,532,22.870833,15.345833,3.62,,0.97,G7IIIa,0.028,-0.006,0.015,false
438,,,,,,9298,54762,,23.031667,34.8,6.39,,-0.12,B7IIIpHgMn,-0.008,-0.002,,false
439,,,,,,9352,22389,,23.3575,58.3275,5.7,,1.52,K0Ib+B9V,0.011,0.002,,false
440,   Del Phe,,Del,,Phe,9362,215536,,22.812917,-49.072778,3.95,,0.99,K0III,0.142,0.151,0.031,false
441,,,,,,9377,193163,,22.930417,-30.283333,5.82,,1.08,K0III,0.009,-0.067,,false
442, 39Chi Cas,39,Chi,,Cas,9408,22397,,23.482917,59.231944,4.71,,1.0,G9IIIb,-0.037,-0.021,0.021,false
443,,,,,,9414,215539,,22.912917,-45.575556,6.17,,0.06,A2V,0.0,0.006,,false
444,,,,,,9484,129363,Var,23.264583,-9.014722,6.59,,-0.04,A0III,0.029,0.003,,false
445,,,,,,9525,193173,,23.233333,-36.865278,5.51,,1.02,K0III,0.002,-0.023,0.007,false
446,,,,,,9531,54788,KK And,23.569167,37.237222,5.88,,-0.07,B9IV,0.009,-0.015,0.018,false
447,,,,,,9544,215547,,23.15125,-49.727778,6.28,,0.46,F4V,-0.03,-0.077,,false
448,,,,,,9562,129371,,23.42875,-7.025278,5.76,,0.64,G2IV,0.18,-0.081,,false
449,,,,,,9612,4448,,24.34375,74.300833,6.58,,0.03,B9Ve,0.027,-0.009,,false
450,,,,,,9640,92520,,23.704583,18.460556,5.89,,1.52,M2IIIab,0.033,-0.069,,false
451, 49    Cet,49,,,Cet,9672,147886,,23.6575,-15.676111,5.63,,0.07,A3V,0.096,0.003,,false
452,,,,,,9712,37344,,23.96875,41.076389,6.38,,1.11,K1III,0.139,-0.002,,false
453,,,,,,9742,193188,,23.71125,-31.892222,6.12,,1.11,K0-1III,-0.077,-0.036,,false
454,,,,,,9746,37351,OP And,24.113333,48.722778,5.92,,1.21,gK1,-0.012,-0.017,,false
455,101    Psc,101,,,Psc,9766,92530,559,23.943333,14.661389,6.22,,-0.04,B9.5III,0.004,-0.011,,false
456, 40    Cas,40,,,Cas,9774,4453,567,24.62875,73.04,5.28,,0.96,G8III,-0.013,-0.015,0.017,false
457,,,,,,9780,92531,,23.978333,17.433611,5.8,R,,F0IV,0.152,0.01,,false
458, 50Ups And,50,Ups,,And,9826,37362,,24.199167,41.405556,4.09,,0.54,F8V,-0.171,-0.382,0.062,false
459, 50    Cet,50,,,Cet,9856,147901,,23.995833,-15.400278,5.42,,1.21,K2IIIaBa0.2CN1,0.023,0.011,,false
460,,,,,,9896,232470,561,23.813333,-58.139444,6.01,,0.38,F2V,0.277,-0.035,0.011,false
461,,,,,,9900,22456,,24.531667,57.9775,5.56,,1.38,G5II,0.007,-0.006,,false
462,   Tau Scl,,Tau,,Scl,9906,193201,,24.035,-29.9075,5.69,,0.33,F2V,0.1,0.04,0.025,false
463,102Pi  Psc,102,Pi,,Psc,9919,92536,,24.274583,12.141667,5.57,,0.35,F0V,-0.066,0.043,,false
464, 51    And,51,,,And,9927,37375,,24.498333,48.628333,3.57,,1.28,K3-III,0.065,-0.113,0.021,false
465,,,,,,9996,37393,GY And,24.632083,45.4,6.36,,0.04,B9pCrEu,-0.034,0.014,,false
466,,,,,,10009,129412,,24.407083,-9.403889,6.24,,0.53,F7V,0.259,0.093,0.024,false
467,,,,,,10042,255794,,23.413333,-78.504722,6.11,,0.97,K0III,-0.034,-0.136,,false
468,,,,,,10052,232477,,24.186667,-58.270833,6.18,,1.61,M3III,0.022,0.003,,false
469, 52Chi And,52,Chi,,And,10072,37406,,24.8375,44.386111,4.98,,0.89,G8III,-0.022,0.012,0.009,false
470,,,,,,10110,22493,,25.054583,53.868333,6.39,,1.61,K5III,-0.011,-0.002,,false
471,,,,,,10142,193224,,24.614167,-36.528333,5.94,,1.05,K0IV,-0.018,-0.128,,false
472,   Alp Eri,,Alp,,Eri,10144,232481,Var,24.42875,-57.236667,0.46,,-0.16,B3Vpe,0.095,-0.035,0.026,false
473,,,,,,10148,167198,,24.715833,-21.275278,5.58,,0.34,A4n,0.131,0.036,,false
474,,,,,,10161,167199,,24.708333,-25.021944,6.7,,-0.08,B9Vn,0.001,0.011,,false
475,105    Psc,105,,,Psc,10164,92558,,24.92,16.405833,5.97,,1.12,K2III,0.077,-0.015,,false
476,,,,,,10204,37419,,25.165833,43.297778,5.61,,0.21,sgA9,0.127,-0.037,,false
477, 53Tau And,53,Tau,,And,10205,37418,584,25.145,40.576944,4.94,,-0.09,B8III,0.013,-0.025,,false
478, 43    Cas,43,,,Cas,10221,11919,V557 Cas,25.585417,68.043056,5.59,,-0.07,A0pSiSr,0.052,-0.009,,false
479,,,,,,10241,232483,,24.700833,-53.438889,6.84,,0.44,F5IV-V,-0.027,-0.046,,false
480, 42    Cas,42,,,Cas,10250,4470,590,25.732917,70.6225,5.18,,-0.04,B9V,0.077,-0.013,0.004,false
481,,,,,,10260,11920,,25.5125,61.038333,6.71,,-0.03,B8IIIpSi,0.015,-0.007,,false
482,,,,,,10293,22520,,25.574167,58.627778,6.37,,-0.02,B8III,0.019,-0.01,,false
483,,,,,,10307,37434,,25.446667,42.613611,4.95,,0.62,G1.5V,0.809,-0.154,0.081,false
484,,,,,,10308,74870,,25.326667,25.745833,6.17,,0.44,F2III,0.118,-0.04,0.023,false
485,,,,,,10348,74872,,25.413333,30.047222,5.99,,1.01,K0III,-0.015,-0.006,,false
